CEN2

 ======== test get_l2 ========= 

2026-02-10 15:48:54,485; DEBUG; pypromice.pipeline.aws; AWS(config_file=../aws-l0//tx/config/CEN2.toml, inpath=../aws-l0//tx/, data_issues_repository=../PROMICE-AWS-data-issues, var_file=None, meta_file=None)
2026-02-10 15:49:41,353; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-08-12 20:00:00 2022-06-19 00:00:00 t_i_5 with CONFIRMED, flagged 19305/66925
2026-02-10 15:49:41,360; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-06-01 00:00:00 2024-05-15 07:00:00 t_i_6 with CONFIRMED, flagged 23106/66925
2026-02-10 15:49:41,366; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-08-12 20:00:00 2022-06-19 00:00:00 t_i_6 with CONFIRMED, flagged 19305/66925
2026-02-10 15:49:41,373; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-06-01 00:00:00 2024-05-15 07:00:00 t_i_7 with CONFIRMED, flagged 23106/66925
2026-02-10 15:49:41,379; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-08-12 20:00:00 2022-06-19 00:00:00 t_i_7 with CONFIRMED, flagged 19305/66925
2026-02-10 15:49:41,387; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-06-01 00:00:00 2024-05-15 07:00:00 t_i_8 with CONFIRMED, flagged 23106/66925
2026-02-10 15:49:41,395; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-08-12 20:00:00 2022-06-19 00:00:00 t_i_8 with CONFIRMED, flagged 19305/66925
2026-02-10 15:49:41,404; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-06-01 00:00:00 2024-05-15 07:00:00 t_i_9 with CONFIRMED, flagged 23106/66925
2026-02-10 15:49:41,413; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-08-12 20:00:00 2022-06-19 00:00:00 t_i_9 with CONFIRMED, flagged 19305/66925
2026-02-10 15:49:41,422; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2024-08-12 18:00:00 2025-06-01 00:00:00 wspd_l with NAN, flagged 18836/66925
2026-02-10 15:49:41,428; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2024-08-12 18:00:00 2025-06-01 00:00:00 wdir_l with NAN, flagged 18836/66925
2026-02-10 15:49:41,434; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-12-10 00:00:00 2024-05-15 00:00:00 wspd_l with CONFIRMED, flagged 17958/66925
2026-02-10 15:49:41,439; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-12-10 00:00:00 2024-05-15 00:00:00 wspd_i with CONFIRMED, flagged 17958/66925
2026-02-10 15:49:41,445; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-12-10 00:00:00 2024-05-15 00:00:00 wdir_l with CONFIRMED, flagged 17958/66925
2026-02-10 15:49:41,450; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-12-10 00:00:00 2024-05-15 00:00:00 wdir_i with CONFIRMED, flagged 17958/66925
2026-02-10 15:49:41,455; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2024-02-19 00:00:00 2024-05-15 00:00:00 wspd_u with CONFIRMED, flagged 7734/66925
2026-02-10 15:49:41,460; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2024-02-19 00:00:00 2024-05-15 00:00:00 wdir_u with CONFIRMED, flagged 7734/66925
2026-02-10 15:49:41,465; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-08-12 20:00:00 2021-08-12 21:00:00 z_boom_u with NAN, flagged 7/66925
2026-02-10 15:49:41,470; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-08-12 20:00:00 2021-08-12 21:00:00 z_boom_l with NAN, flagged 7/66925
2026-02-10 15:49:42,728; INFO; pypromice.core.qc.github_data_issues; Using file: ../PROMICE-AWS-data-issues/adjustments/CEN2.csv
2026-02-10 15:49:42,754; INFO; pypromice.core.qc.github_data_issues; ---> 2024-05-22 00:00:00 2024-09-16 00:00:00 p_u min_filter 780.0
2026-02-10 15:49:42,755; INFO; pypromice.core.qc.github_data_issues; Time range does not intersect with dataset
2026-02-10 15:49:42,761; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_1 min_filter -40.0 flagged 0/66925
2026-02-10 15:49:42,767; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_1 max_filter -2.0 flagged 0/66925
2026-02-10 15:49:42,774; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_10 max_filter -20.0 flagged 2/66925
2026-02-10 15:49:42,781; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_10 min_filter -40.0 flagged 0/66925
2026-02-10 15:49:42,787; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_10 max_filter -2.0 flagged 2/66925
2026-02-10 15:49:42,794; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_11 max_filter -20.0 flagged 16/66925
2026-02-10 15:49:42,800; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_11 min_filter -40.0 flagged 0/66925
2026-02-10 15:49:42,807; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_11 max_filter -2.0 flagged 16/66925
2026-02-10 15:49:42,814; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_2 min_filter -40.0 flagged 0/66925
2026-02-10 15:49:42,821; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_2 max_filter -2.0 flagged 0/66925
2026-02-10 15:49:42,828; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_3 min_filter -40.0 flagged 0/66925
2026-02-10 15:49:42,834; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_3 max_filter -2.0 flagged 0/66925
2026-02-10 15:49:42,841; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_4 min_filter -40.0 flagged 0/66925
2026-02-10 15:49:42,848; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_4 max_filter -2.0 flagged 0/66925
2026-02-10 15:49:42,855; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_5 min_filter -40.0 flagged 0/66925
2026-02-10 15:49:42,861; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_5 max_filter -2.0 flagged 0/66925
2026-02-10 15:49:42,868; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_6 min_filter -40.0 flagged 0/66925
2026-02-10 15:49:42,875; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_6 max_filter -2.0 flagged 0/66925
2026-02-10 15:49:42,882; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_7 min_filter -40.0 flagged 0/66925
2026-02-10 15:49:42,888; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_7 max_filter -2.0 flagged 0/66925
2026-02-10 15:49:42,896; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_8 min_filter -40.0 flagged 0/66925
2026-02-10 15:49:42,902; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_8 max_filter -2.0 flagged 0/66925
2026-02-10 15:49:42,909; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_9 min_filter -40.0 flagged 0/66925
2026-02-10 15:49:42,916; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_9 max_filter -2.0 flagged 0/66925
2026-02-10 15:49:42,920; DEBUG; pypromice.core.qc.github_data_issues; ---> 2022-10-14 18:00:00 2023-01-01 18:00:00 z_boom_cor_l min_filter 1.8 flagged 596/66925
2026-02-10 15:49:42,927; DEBUG; pypromice.core.qc.github_data_issues; ---> None None z_boom_cor_l min_filter 1.0 flagged 16325/66925
2026-02-10 15:49:42,934; DEBUG; pypromice.core.qc.github_data_issues; ---> None 2024-05-22 00:00:00 z_boom_cor_l min_filter 1.5 flagged 16382/66925
2026-02-10 15:49:42,940; DEBUG; pypromice.core.qc.github_data_issues; ---> None None z_boom_cor_l max_filter 3.0 flagged 1/66925
2026-02-10 15:49:42,947; DEBUG; pypromice.core.qc.github_data_issues; ---> None 2024-05-22 00:00:00 z_boom_cor_u min_filter 2.0 flagged 8/66925
2026-02-10 15:49:42,954; DEBUG; pypromice.core.qc.github_data_issues; ---> None None z_boom_cor_u max_filter 4.3 flagged 32/66925
2026-02-10 15:49:42,960; DEBUG; pypromice.core.qc.github_data_issues; ---> None None z_boom_cor_u min_filter 1.0 flagged 3/66925
2026-02-10 15:49:42,961; INFO; pypromice.core.qc.github_data_issues; could not adjust z_surf_1 not in dataset
2026-02-10 15:49:42,961; INFO; pypromice.core.qc.github_data_issues; could not adjust z_surf_2 not in dataset
2026-02-10 15:49:47,002; WARNING; pypromice.pipeline.resample; Dropping QC columns because they are of type object and cannot be resampled
2026-02-10 15:49:47,684; INFO; pypromice.io.write; Resampling to 10min
2026-02-10 15:49:47,986; INFO; pypromice.io.write; Writing to files...
2026-02-10 15:49:52,347; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/raw/CEN2/CEN2_10min.csv
2026-02-10 15:49:52,348; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/raw/CEN2/CEN2_10min.nc
2026-02-10 15:49:52,464; WARNING; pypromice.pipeline.resample; Dropping QC columns because they are of type object and cannot be resampled
2026-02-10 15:49:53,123; INFO; pypromice.io.write; Resampling to 60min
2026-02-10 15:49:53,272; INFO; pypromice.io.write; Writing to files...
2026-02-10 15:49:55,128; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/raw/CEN2/CEN2_hour.csv
2026-02-10 15:49:55,128; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/raw/CEN2/CEN2_hour.nc

 ======== test join_l2 ========= 

2026-02-10 15:49:58,208; INFO; pypromice.pipeline.join_l2; CEN2 array loaded from /media/ice/Baptiste/geussnow01/aws-dev/L2_test/raw/CEN2/CEN2_hour.nc
2026-02-10 15:49:59,004; INFO; pypromice.pipeline.join_l2; CEN2 array loaded from /media/ice/Baptiste/geussnow01/aws-dev/L2_test/tx/CEN2/CEN2_hour.nc
2026-02-10 15:49:59,004; INFO; pypromice.pipeline.join_l2; Combining /media/ice/Baptiste/geussnow01/aws-dev/L2_test/raw/CEN2/CEN2_hour.nc with /media/ice/Baptiste/geussnow01/aws-dev/L2_test/tx/CEN2/CEN2_hour.nc...
2026-02-10 15:49:59,229; INFO; pypromice.io.write; Writing to files...
2026-02-10 15:50:01,700; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/level_2/CEN2/CEN2_hour.csv
2026-02-10 15:50:01,701; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/level_2/CEN2/CEN2_hour.nc
2026-02-10 15:50:01,701; INFO; pypromice.pipeline.join_l2; Files saved to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/level_2/CEN2...

 ======== test l2tol3 ========= 

2026-02-10 15:50:02,085; WARNING; root; data_issues_path is missing. Using default data issues path: ../PROMICE-AWS-data-issues
2026-02-10 15:50:06,157; INFO; pypromice.pipeline.L2toL3; processing gps_lat without relocation
2026-02-10 15:50:06,161; INFO; pypromice.pipeline.L2toL3; processing gps_lon without relocation
2026-02-10 15:50:06,165; INFO; pypromice.pipeline.L2toL3; processing gps_alt without relocation
2026-02-10 15:50:06,190; INFO; pypromice.core.qc.github_data_issues; Using file: ../PROMICE-AWS-data-issues/adjustments/CEN2.csv
2026-02-10 15:50:06,211; DEBUG; pypromice.core.qc.github_data_issues; ---> 2022-06-17 18:00:00 None z_surf_1 add 1.0
2026-02-10 15:50:06,212; DEBUG; pypromice.core.qc.github_data_issues; ---> 2023-06-01 00:00:00 None z_surf_1 add 1.5
2026-02-10 15:50:06,212; DEBUG; pypromice.core.qc.github_data_issues; ---> 2025-06-11 18:00:00 None z_surf_1 add 1.5
2026-02-10 15:50:06,214; DEBUG; pypromice.core.qc.github_data_issues; ---> 2022-06-17 18:00:00 None z_surf_2 add 0.85
2026-02-10 15:50:06,215; DEBUG; pypromice.core.qc.github_data_issues; ---> 2023-06-01 00:00:00 None z_surf_2 add 1.5
2026-02-10 15:50:06,215; DEBUG; pypromice.core.qc.github_data_issues; ---> 2025-06-11 18:00:00 None z_surf_2 add 1.5
2026-02-10 15:50:06,216; INFO; pypromice.pipeline.L2toL3; Combining surface height
2026-02-10 15:50:06,216; INFO; pypromice.pipeline.L2toL3; -> did not find z_ice_surf
2026-02-10 15:50:06,216; INFO; pypromice.pipeline.L2toL3; -> no z_pt or accumulation site: averaging z_surf_1 and z_surf_2
2026-02-10 15:50:06,276; INFO; pypromice.pipeline.L2toL3; Calculating thermistor depth
2026-02-10 15:50:06,335; INFO; pypromice.pipeline.L2toL3; interpolating 10 m firn/ice temperature (on hourly values)
2026-02-10 15:50:08,588; WARNING; pypromice.pipeline.resample; Dropping QC columns because they are of type object and cannot be resampled
2026-02-10 15:50:08,991; INFO; pypromice.io.write; Resampling to 60min
2026-02-10 15:50:09,191; INFO; pypromice.io.write; Writing to files...
2026-02-10 15:50:11,691; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L3_test/stations/CEN2/CEN2_hour.csv
2026-02-10 15:50:11,692; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L3_test/stations/CEN2/CEN2_hour.nc
2026-02-10 15:50:11,701; WARNING; pypromice.pipeline.resample; Dropping QC columns because they are of type object and cannot be resampled
2026-02-10 15:50:11,845; INFO; pypromice.io.write; Resampling to 1D
2026-02-10 15:50:12,040; INFO; pypromice.io.write; Writing to files...
2026-02-10 15:50:12,338; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L3_test/stations/CEN2/CEN2_day.csv
2026-02-10 15:50:12,339; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L3_test/stations/CEN2/CEN2_day.nc
2026-02-10 15:50:12,346; WARNING; pypromice.pipeline.resample; Dropping QC columns because they are of type object and cannot be resampled
2026-02-10 15:50:12,542; INFO; pypromice.io.write; Resampling to MS
2026-02-10 15:50:12,727; INFO; pypromice.io.write; Writing to files...
2026-02-10 15:50:13,553; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L3_test/stations/CEN2/CEN2_month.csv
2026-02-10 15:50:13,554; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L3_test/stations/CEN2/CEN2_month.nc
